"employee_id","first_name","last_name","gender","email","phone_number","address","birthdate","ssn","job_title","department","salary","hire_date","hashed_password"
"33219","Sandra","Dawson","Male","maria62@example.com","(960)844-3349x118","1597 Carpenter Flats Brownstad, MD 82549","1974-02-12","463-95-7968","Press photographer","HR","66849","2018-02-09","$2b$12$IoCKvueC4LROxqeKRZSxS.JVnA3kNHNCRwZS/6WdAYfqPxwbIXmo."
"29838","Connie","Jones","Male","robertsjennifer@example.net","+1-402-946-3703x0717","349 Paul Canyon Suite 263 Waltersmouth, PR 22635","1997-12-22","486-70-7854","Optometrist","Marketing","73259","2023-02-13","$2b$12$jx0nqECT.Yd5G9tNrXkDguqY68U8xmWd.Tk8d9H7ZpmJ8zbKQhQ5e"
"72051","Laura","King","Female","richardmyers@example.org","(462)761-8134x4141","949 Eric Valleys Suite 540 Boydberg, GA 54054","1985-09-04","206-28-5762","Airline pilot","Finance","148067","2015-09-06","$2b$12$.88k3HzHpAx2pqaVDnqI1Ofwny0Aj6ib7ZVfSD/9zfwiqlmCsEjKW"
"64985","Eugene","Ball","Other","scott49@example.com","+1-965-756-4860x031","95037 Austin Extension Suite 833 Lake Angela, OR 17676","1995-06-10","771-25-8101","Civil Service fast streamer","Engineering","95484","2018-06-29","$2b$12$X/4Mk7hHm5fp6aggiDdnsOtJydPSY93vG0MaLsVFRIfOhWAn0C.UC"
"74491","Jennifer","Collins","Female","willie87@example.net","+1-865-863-8782","806 Vargas Rapids Sanchezside, SC 23222","2002-05-19","027-06-2528","Engineer; electrical","HR","65273","2019-08-14","$2b$12$xN.X5umz94wyb0yhSq7VTezuVaJGDRgvqN0.E5rCIhx3aoVXEzJhm"
"28421","Samuel","Levy","Male","jasonvasquez@example.org","925-312-2560x04237","26504 John Forest Saundersfort, SC 16539","1976-10-10","741-84-3210","Educational psychologist","Engineering","142751","2022-06-02","$2b$12$VhNhenbD5LFL8z2R77VH2OQHiYcRPbOB7yr1http6gQvvgo70nFJW"
"52423","Allison","Allen","Male","taylorsusan@example.com","3267048292","103 Cathy Ports Apt. 359 Brittanyport, CT 84045","2004-11-09","111-17-7239","Phytotherapist","Marketing","64224","2018-12-17","$2b$12$HDgUApNcfNVKzPVOl0qLvuO5yevBnNGW3Dy9s5TVWkg14k1bYzPPS"
"62828","Noah","Butler","Female","trivers@example.com","883.249.2253x43253","64759 Paul Overpass Apt. 073 Juliestad, MA 10022","1966-12-04","782-28-8744","Multimedia programmer","Sales","94964","2019-07-01","$2b$12$yToLgty9HwnzW6qWK3UQju5xClx05TYaZ2ijaWUJ1oIdeHNSoksC."
"62614","David","Allen","Female","melinda76@example.org","683-347-0694x725","501 Mendoza Motorway Thomasmouth, VI 59619","1959-03-27","872-38-2533","Cytogeneticist","IT","141074","2020-11-11","$2b$12$jJQpXvgA6hUfjvCPDYKbIO/5B4ie85NqKgtU3o3C8IKR6ysL7aurW"
"21707","Ann","Gonzalez","Female","skinnerjoseph@example.org","001-698-284-5916x368","Unit 0108 Box 6874 DPO AP 87270","1988-08-18","258-64-6352","Charity officer","IT","78155","2022-06-21","$2b$12$miEmnHYEc0.xr0Ge3Zc8E.W1al.HmYCWP.GeN/O9GPGDh3w3IASlC"
"85769","Vincent","Mills","Male","richard81@example.net","001-908-943-8042","1158 Bell Via Apt. 480 Ashleybury, WV 62786","1981-04-30","335-77-6113","Futures trader","Engineering","103298","2020-06-18","$2b$12$w6RJ4v9/CqoaKeX/HaxkzuOZo9soXUsu9w/GPSLx9z0FrVmgmJf9a"
